PID,Name,Position,Height,Weight,Age,Foot,WeakFootUsage,WeakFootAccuracy,Form,InjuryResistance,Nationality,AttStyle,DefStyle,Aptitudes,进攻意识 Off.Aware,控球 Ball Control,盘带 Dribbling,紧密控球 Tight Poss,短传 Low Pass,高传 Lofted Pass,射门 Finishing,头球 Heading,定位球 Set Piece,弧线 Curl,防守意识 Def.Aware,抢断 Tackling,侵略性 Aggression,防守参与 Def.Engage,GK 扑救意识,GK 接球,GK 反应,GK 倒地扑救,GK 控制范围,速度 Speed,加速 Acceleration,踢球力量 Kick Power,弹跳 Jumping,身体对抗 Phys.,平衡 Balance,体力 Stamina,Skills,AIStyles
8504686,Faqir Nazim,GK,180,70,31,Right,Rarely,Medium,Standard,Medium,Lebanon,Basic,Defensive GK,RMF=0|AMF=0|CB=0|CF=0|LMF=0|LWF=0|RB=0|DMF=0|RWF=0|SS=0|LB=0|CMF=0,40,50,42,44,50,55,40,42,50,42,47,47,42,60,72,66,68,70,67,53,51,68,73,63,50,50,GK Low Punt,
8504687,Majid Nadeem,CB,181,76,36,Right,Rarely,Medium,Standard,Medium,Lebanon,Basic,The Destroyer,RMF=0|AMF=0|CB=2|CF=0|LMF=1|LWF=0|RB=1|DMF=1|RWF=0|SS=0|LB=2|CMF=0,46,59,52,53,63,61,45,67,50,50,68,72,68,70,40,40,40,40,40,67,63,65,72,74,58,69,Acrobatic Clearance|Fighting Spirit|Interception|Sliding Tackle,
8504689,Faris Sami,RB,169,70,34,Right,Rarely,Medium,Standard,Medium,Lebanon,Attacking Full-back,Basic,RMF=1|AMF=0|CB=2|CF=0|LMF=0|LWF=0|RB=2|DMF=0|RWF=0|SS=0|LB=2|CMF=0,63,65,66,60,65,67,52,52,56,58,63,67,62,68,40,40,40,40,40,73,78,65,70,59,68,71,Acrobatic Clearance|Man Marking,Early Cross
8504721,Boris Nahoum,AMF,180,72,30,Left,Rarely,Medium,Standard,Medium,Burkina Faso,Hole Player,Basic,RMF=2|AMF=2|CB=0|CF=1|LMF=1|LWF=0|RB=0|DMF=0|RWF=1|SS=1|LB=0|CMF=1,66,67,72,65,68,67,67,55,70,72,52,53,60,58,40,40,40,40,40,73,75,75,65,63,68,70,First-time Shot|Rising Shot,Mazing Run
8504725,Vicente Fentes,LB,177,68,32,Left,Almost Never,Low,Unwavering,Medium,Mexico,Attacking Full-back,Basic,RMF=0|AMF=0|CB=0|CF=0|LMF=2|LWF=2|RB=0|DMF=0|RWF=0|SS=0|LB=2|CMF=0,67,72,75,76,70,75,63,58,65,72,63,68,60,62,40,40,40,40,40,79,80,72,67,60,68,83,Chop Turn|Cut Behind & Turn|One-touch Pass|Scotch Move,Early Cross|Mazing Run|Speeding Bullet
8504732,Roderick Brazil,CB,179,76,34,Right,Rarely,Medium,Standard,High,Zambia,Basic,The Destroyer,RMF=1|AMF=0|CB=2|CF=0|LMF=0|LWF=0|RB=2|DMF=1|RWF=0|SS=0|LB=0|CMF=0,53,57,61,56,58,61,51,67,55,51,70,71,74,63,40,40,40,40,40,69,71,62,73,73,61,65,Acrobatic Clearance|Fighting Spirit,
8504852,Valentine Milton,CB,190,79,33,Right,Almost Never,Medium,Standard,Medium,Jamaica,Build Up,Basic,RMF=0|AMF=0|CB=2|CF=0|LMF=0|LWF=0|RB=1|DMF=0|RWF=0|SS=0|LB=0|CMF=0,51,55,51,52,62,65,47,69,53,53,72,67,70,68,40,40,40,40,40,68,66,63,74,79,60,71,Captaincy|Heading|Man Marking,Long Ball Expert
8504855,Enoch Ailey,CF,180,77,32,Right,Occasionally,High,Standard,Medium,Jamaica,Goal Poacher,Basic,RMF=0|AMF=0|CB=0|CF=2|LMF=0|LWF=0|RB=0|DMF=0|RWF=0|SS=1|LB=0|CMF=0,72,67,63,64,60,56,70,68,67,63,43,46,56,53,40,40,40,40,40,70,75,76,64,62,69,70,Dipping Shot|Heading|Knuckle Shot|Penalty Specialist,Long Ranger
8504856,Chuck Urquhart,DMF,191,80,29,Right,Rarely,Medium,Standard,Medium,Jamaica,Box-to-Box,Box-to-Box,RMF=0|AMF=1|CB=2|CF=0|LMF=0|LWF=0|RB=0|DMF=2|RWF=0|SS=0|LB=0|CMF=2,58,68,62,68,65,68,58,60,55,56,66,67,74,64,40,40,40,40,40,67,69,75,62,76,59,80,Aerial Superiority|Long Range Shooting,Long Ranger
8504857,Quincey Hynde,CF,192,80,29,Right,Occasionally,High,Standard,High,Jamaica,Goal Poacher,Basic,RMF=0|AMF=0|CB=0|CF=2|LMF=0|LWF=0|RB=0|DMF=0|RWF=0|SS=1|LB=0|CMF=0,75,67,67,73,62,60,74,67,66,60,50,52,62,56,40,40,40,40,40,72,65,79,74,78,60,74,Acrobatic Finishing|Aerial Superiority|Heading|Heel Trick|Long Range Shooting|Rising Shot|Super-sub,Long Ranger|Mazing Run
8504860,Jaime Higgins,CMF,181,81,31,Right,Rarely,Medium,Standard,Medium,Slovakia,Box-to-Box,Box-to-Box,RMF=2|AMF=2|CB=0|CF=1|LMF=1|LWF=0|RB=0|DMF=1|RWF=1|SS=1|LB=0|CMF=2,70,73,70,72,74,68,68,62,65,62,62,68,76,67,40,40,40,40,40,75,73,74,63,75,65,79,Fighting Spirit|Long Throw|Low Lofted Pass|One-touch Pass,Long Ball Expert
8504862,Hamish McKintosh,DMF,170,64,32,Right,Occasionally,Very High,Standard,Medium,Slovakia,Orchestrator,Basic,RMF=0|AMF=1|CB=0|CF=0|LMF=0|LWF=0|RB=0|DMF=2|RWF=0|SS=0|LB=0|CMF=2,64,82,74,78,84,81,61,58,70,76,69,75,80,75,40,40,40,40,40,68,74,70,70,66,78,80,Cut Behind & Turn|Double Touch|Low Lofted Pass|One-touch Pass|Scotch Move|Sole Control|Through Passing|Weighted Pass,Long Ball Expert|Mazing Run|Trickster
8504869,Hamed Jabir,LWF,179,70,33,Right,Rarely,Medium,Standard,Medium,Jordan,Cross Specialist,Basic,RMF=1|AMF=2|CB=0|CF=0|LMF=2|LWF=2|RB=0|DMF=0|RWF=1|SS=1|LB=2|CMF=1,65,68,74,66,65,72,67,52,68,75,58,63,61,70,40,40,40,40,40,72,76,67,62,60,68,67,Cut Behind & Turn|Pinpoint Crossing|Scissors Feint|Sole Control|Track Back,Incisive Run|Mazing Run
8504874,Reza Botros,RMF,178,75,29,Left,Almost Never,Medium,Standard,Medium,Jordan,Hole Player,Basic,RMF=2|AMF=1|CB=0|CF=1|LMF=1|LWF=1|RB=0|DMF=0|RWF=2|SS=1|LB=0|CMF=0,70,74,77,73,65,64,66,50,65,72,53,56,62,66,40,40,40,40,40,83,82,68,63,64,80,74,Cut Behind & Turn|Double Touch|Gamesmanship|Heel Trick|Long-Range Curler|One-touch Pass|Scotch Move|Sole Control|Through Passing,Incisive Run|Long Ranger|Mazing Run|Speeding Bullet|Trickster
8504894,Aref Al Farouq,CB,192,82,34,Right,Rarely,Medium,Unwavering,Medium,Iraq,Build Up,Basic,RMF=0|AMF=0|CB=2|CF=0|LMF=0|LWF=0|RB=0|DMF=0|RWF=0|SS=0|LB=0|CMF=0,47,58,53,52,60,63,47,72,51,56,69,71,71,68,40,40,40,40,40,65,57,69,72,75,55,69,Aerial Superiority|Heading|Interception,Long Ball Expert
8504967,Mykhaltso Zivković,GK,191,86,34,Right,Rarely,Low,Unwavering,Low,Serbia,Basic,Attacking GK,RMF=0|AMF=0|CB=0|CF=0|LMF=0|LWF=0|RB=0|DMF=0|RWF=0|SS=0|LB=0|CMF=0,40,50,42,46,51,55,40,53,51,40,52,47,45,60,71,69,69,67,71,49,52,70,65,71,51,53,Captaincy|GK High Punt|GK Long Throw,
8504977,Gwok Dongyeop,CMF,175,68,31,Right,Rarely,Medium,Standard,Medium,Korea DPR,Orchestrator,Basic,RMF=0|AMF=1|CB=0|CF=0|LMF=0|LWF=0|RB=0|DMF=1|RWF=0|SS=0|LB=0|CMF=2,68,73,70,64,72,72,60,57,64,64,62,64,63,57,40,40,40,40,40,64,65,63,60,63,62,69,,
8504981,Seonu Yeongin,LWF,177,68,30,Left,Rarely,Medium,Standard,Medium,Korea DPR,Prolific Winger,Basic,RMF=0|AMF=0|CB=0|CF=0|LMF=2|LWF=2|RB=0|DMF=0|RWF=0|SS=1|LB=0|CMF=0,69,67,72,66,62,65,68,55,62,62,48,45,61,49,40,40,40,40,40,74,70,67,61,61,62,70,Fighting Spirit|Track Back,
8505254,Fredegar Baumeister,DMF,188,84,32,Right,Rarely,Medium,Standard,High,Tunisia,Anchor Man,Anchor Man,RMF=0|AMF=0|CB=0|CF=0|LMF=0|LWF=0|RB=0|DMF=2|RWF=0|SS=0|LB=0|CMF=1,58,71,63,65,70,67,55,73,58,57,76,76,81,72,40,40,40,40,40,63,59,72,72,79,66,78,Acrobatic Clearance|Fighting Spirit|Interception|Low Lofted Pass|Man Marking,Long Ranger
8505265,Yosu Luluaga,RB,178,70,30,Right,Rarely,Medium,Standard,Medium,Philippines,Attacking Full-back,Basic,RMF=1|AMF=0|CB=1|CF=0|LMF=0|LWF=0|RB=2|DMF=2|RWF=0|SS=0|LB=0|CMF=1,64,68,66,63,69,64,63,63,58,62,68,64,67,60,40,40,40,40,40,69,71,66,65,66,64,70,Fighting Spirit|Sliding Tackle|Sole Control,Early Cross
8505291,Novo Zinovyev,GK,187,82,28,Left,Rarely,Medium,Inconsistent,Low,Russia,Basic,Attacking GK,RMF=0|AMF=0|CB=0|CF=0|LMF=0|LWF=0|RB=0|DMF=0|RWF=0|SS=0|LB=0|CMF=0,40,53,49,46,54,56,40,49,50,44,47,46,44,61,72,70,76,71,75,54,46,70,72,71,54,52,GK High Punt|GK Penalty Saver,
8505299,Jose Boulogne Fillon,DMF,189,79,27,Left,Almost Never,Medium,Standard,Medium,Senegal,Anchor Man,Anchor Man,RMF=0|AMF=0|CB=0|CF=0|LMF=0|LWF=0|RB=0|DMF=2|RWF=0|SS=0|LB=0|CMF=2,58,76,68,71,76,77,65,70,67,60,70,78,76,75,40,40,40,40,40,69,64,80,67,78,69,80,Fighting Spirit|Interception|Low Lofted Pass|Marseille Turn|Rising Shot|Sliding Tackle,Long Ball Expert|Long Ranger
8505318,Ed Winterbottom,CF,177,66,29,Right,Rarely,Medium,Standard,Low,Iceland,Goal Poacher,Basic,RMF=2|AMF=2|CB=0|CF=2|LMF=2|LWF=2|RB=0|DMF=0|RWF=2|SS=2|LB=0|CMF=1,74,78,78,74,71,72,75,62,70,74,52,57,65,58,40,40,40,40,40,77,79,72,64,66,73,77,Chop Turn|Double Touch|First-time Shot|Heel Trick|Knuckle Shot|Outside Curler|Pinpoint Crossing|Rising Shot|Scissors Feint|Through Passing,Early Cross|Incisive Run|Long Ranger|Mazing Run|Trickster
8505456,Eneko Limones,CMF,172,67,29,Right,Rarely,Medium,Unwavering,High,Mexico,Orchestrator,Basic,RMF=0|AMF=2|CB=0|CF=0|LMF=0|LWF=0|RB=0|DMF=1|RWF=0|SS=1|LB=0|CMF=2,67,80,76,79,80,75,70,58,68,72,62,63,60,65,40,40,40,40,40,70,77,66,63,60,77,80,Cut Behind & Turn|Double Touch|Heel Trick|Low Lofted Pass|Marseille Turn|Outside Curler|Scissors Feint|Through Passing|Weighted Pass,Early Cross|Mazing Run|Trickster
8505982,Auguste Messiaen,CB,185,80,27,Left,Rarely,Medium,Standard,Low,Haiti,Extra Frontman,Basic,RMF=0|AMF=0|CB=2|CF=0|LMF=0|LWF=0|RB=0|DMF=0|RWF=0|SS=0|LB=1|CMF=0,55,62,60,64,65,62,52,72,50,56,73,75,73,76,40,40,40,40,40,69,64,65,75,73,62,70,Blocker|Heading|Interception|Long Throw|Sliding Tackle,Long Ball Expert
8506024,Albin McEwan,LWF,177,75,30,Right,Occasionally,Medium,Inconsistent,Medium,Albania,Creative Playmaker,Basic,RMF=1|AMF=1|CB=0|CF=1|LMF=2|LWF=2|RB=0|DMF=0|RWF=1|SS=2|LB=0|CMF=0,69,72,78,71,65,55,69,59,60,63,44,46,63,44,40,40,40,40,40,72,80,66,61,59,68,62,Chop Turn|Cut Behind & Turn|Double Touch|Gamesmanship|Long-Range Curler|Scotch Move|Sole Control,Incisive Run|Mazing Run|Speeding Bullet|Trickster
8506071,Affan Sestić,CB,191,81,28,Right,Rarely,High,Standard,Medium,Bosnia and Herzegovina,Basic,The Destroyer,RMF=0|AMF=0|CB=2|CF=0|LMF=0|LWF=0|RB=0|DMF=0|RWF=0|SS=0|LB=0|CMF=0,52,64,57,59,62,65,48,74,53,57,72,72,76,73,40,40,40,40,40,70,62,65,74,73,56,70,Aerial Superiority|Blocker|Heading|Man Marking,Long Ball Expert
8506233,Enos Hamnett,LWF,177,70,27,Right,Rarely,Medium,Standard,Medium,England,Prolific Winger,Basic,RMF=1|AMF=1|CB=0|CF=2|LMF=1|LWF=2|RB=0|DMF=0|RWF=2|SS=2|LB=0|CMF=0,66,72,73,75,65,65,70,53,63,68,53,52,52,55,40,40,40,40,40,76,77,65,60,60,77,68,Acrobatic Finishing|Cut Behind & Turn|Dipping Shot|Outside Curler|Penalty Specialist|Scissors Feint|Through Passing,Long Ball Expert|Mazing Run|Speeding Bullet
8506316,Ged Donnelly,CB,187,79,33,Left,Rarely,Low,Standard,Low,Jamaica,Build Up,Basic,RMF=0|AMF=0|CB=2|CF=0|LMF=0|LWF=0|RB=0|DMF=0|RWF=0|SS=0|LB=0|CMF=0,52,63,54,57,64,66,51,72,55,53,75,74,79,73,40,40,40,40,40,69,63,65,73,83,54,76,Acrobatic Clearance|Aerial Superiority|Captaincy|Fighting Spirit|Heading|Interception|Man Marking|Sliding Tackle,Long Ball Expert
8506614,Slaven Pretikosa,GK,197,81,28,Right,Rarely,Medium,Standard,Medium,Kosovo,Basic,Attacking GK,RMF=0|AMF=0|CB=0|CF=0|LMF=0|LWF=0|RB=0|DMF=0|RWF=0|SS=0|LB=0|CMF=0,40,50,42,46,51,54,40,40,50,45,42,42,50,60,71,70,74,71,75,52,50,75,62,78,50,54,GK Long Throw|GK Low Punt|GK Penalty Saver,
8506618,Isidore Deller,CMF,172,68,29,Right,Rarely,High,Unwavering,Medium,United States,Hole Player,Basic,RMF=0|AMF=2|CB=0|CF=0|LMF=0|LWF=0|RB=0|DMF=1|RWF=0|SS=0|LB=0|CMF=2,68,71,68,70,75,73,60,52,58,64,57,64,68,62,40,40,40,40,40,66,69,65,55,60,72,78,Outside Curler|Rabona|Through Passing|Track Back|Weighted Pass,Long Ranger
8506635,Harold Wordsworth,CB,185,82,29,Right,Occasionally,High,Standard,Medium,England,Extra Frontman,Basic,RMF=0|AMF=0|CB=2|CF=0|LMF=0|LWF=0|RB=0|DMF=1|RWF=0|SS=0|LB=0|CMF=0,55,58,56,57,58,62,53,66,52,55,72,71,77,72,40,40,40,40,40,61,66,64,68,77,56,77,Acrobatic Finishing|Aerial Superiority|Fighting Spirit,
8506676,Andy Olsen,CB,180,81,26,Right,Occasionally,High,Standard,Medium,Jamaica,Build Up,Basic,RMF=1|AMF=0|CB=2|CF=0|LMF=0|LWF=0|RB=1|DMF=1|RWF=0|SS=0|LB=0|CMF=1,54,66,61,63,67,64,48,67,51,55,69,72,76,77,40,40,40,40,40,74,70,66,72,69,65,75,Blocker|Fighting Spirit,
8506718,Naif Bin Fathi,CF,181,80,26,Right,Rarely,Medium,Standard,Medium,Algeria,Deep-Lying Forward,Basic,RMF=0|AMF=1|CB=0|CF=2|LMF=1|LWF=2|RB=0|DMF=0|RWF=1|SS=2|LB=0|CMF=0,75,76,78,75,73,68,74,63,73,75,51,50,56,53,40,40,40,40,40,71,75,77,71,70,73,70,Acrobatic Finishing|Chip Shot Control|Double Touch|First-time Shot|Gamesmanship|Long-Range Curler|One-touch Pass|Scissors Feint,Long Ranger|Mazing Run|Trickster
8506833,Madoc Elgar,LB,178,70,28,Left,Rarely,High,Standard,Medium,Northern Ireland,Attacking Full-back,Basic,RMF=0|AMF=0|CB=0|CF=0|LMF=2|LWF=0|RB=0|DMF=0|RWF=0|SS=0|LB=2|CMF=0,62,72,73,70,67,71,55,59,55,63,67,66,69,66,40,40,40,40,40,76,78,61,65,63,74,77,Double Touch|Fighting Spirit|Gamesmanship|Scissors Feint|Sole Control,Early Cross|Incisive Run|Speeding Bullet
8506940,Horace Alnwick,CB,191,78,26,Right,Rarely,Medium,Inconsistent,Low,Albania,Extra Frontman,Basic,RMF=0|AMF=0|CB=2|CF=0|LMF=0|LWF=0|RB=0|DMF=0|RWF=0|SS=0|LB=0|CMF=0,57,67,60,61,66,64,55,76,55,55,70,71,70,71,40,40,40,40,40,67,63,66,73,75,61,70,Acrobatic Clearance|Aerial Superiority|Fighting Spirit|Heading|Man Marking,
8506947,Henri Louis Lerouge,GK,194,89,26,Right,Rarely,Medium,Standard,Medium,Côte d'Ivoire,Basic,Attacking GK,RMF=0|AMF=0|CB=0|CF=0|LMF=0|LWF=0|RB=0|DMF=0|RWF=0|SS=0|LB=0|CMF=0,40,50,44,40,51,53,40,60,50,45,55,46,43,60,71,69,74,68,80,54,55,64,70,76,56,55,GK Low Punt,
8506977,Mathies Bosman,GK,188,80,27,Right,Almost Never,Medium,Standard,Medium,Curaçao,Basic,Defensive GK,RMF=0|AMF=0|CB=0|CF=0|LMF=0|LWF=0|RB=0|DMF=0|RWF=0|SS=0|LB=0|CMF=0,40,54,50,46,57,59,40,58,52,40,59,45,47,60,70,68,69,67,69,60,63,64,70,64,53,56,GK Long Throw,
8507031,Jonathan Sandin,RWF,174,59,29,Right,Rarely,High,Unwavering,Medium,Mexico,Roaming Flank,Basic,RMF=2|AMF=0|CB=0|CF=1|LMF=1|LWF=0|RB=0|DMF=0|RWF=2|SS=1|LB=0|CMF=0,70,70,78,72,62,67,70,48,60,64,55,57,52,55,40,40,40,40,40,82,85,68,53,52,73,77,Acrobatic Finishing|Chop Turn|Cut Behind & Turn|Gamesmanship|Penalty Specialist|Scissors Feint,Early Cross|Incisive Run|Mazing Run|Speeding Bullet
8507104,Jaime Gladstone,CB,191,84,28,Left,Rarely,Medium,Standard,Medium,Georgia,Basic,The Destroyer,RMF=0|AMF=0|CB=2|CF=0|LMF=1|LWF=0|RB=0|DMF=0|RWF=0|SS=0|LB=1|CMF=0,52,58,54,55,61,59,52,68,50,53,71,73,75,68,40,40,40,40,40,65,58,66,69,84,55,70,Aerial Superiority|Fighting Spirit|Man Marking,
8507135,Roman Owens,RMF,173,69,29,Right,Rarely,Medium,Standard,Medium,Northern Ireland,Cross Specialist,Basic,RMF=2|AMF=0|CB=0|CF=0|LMF=1|LWF=1|RB=1|DMF=0|RWF=2|SS=0|LB=0|CMF=0,64,65,72,60,62,67,63,55,59,68,55,57,68,64,40,40,40,40,40,80,85,66,61,54,77,74,Gamesmanship|Super-sub,Speeding Bullet
8507181,Rudolf Heeley,RB,175,72,29,Right,Almost Never,Medium,Standard,Medium,Nigeria,Attacking Full-back,Basic,RMF=2|AMF=0|CB=0|CF=0|LMF=0|LWF=0|RB=2|DMF=0|RWF=1|SS=0|LB=0|CMF=0,60,63,71,62,56,63,61,55,53,57,60,62,75,70,40,40,40,40,40,86,85,63,68,70,78,83,Chop Turn|Cut Behind & Turn|Double Touch|Flip Flap|Gamesmanship|Heel Trick|Outside Curler|Rising Shot|Sole Control|Super-sub,Incisive Run|Mazing Run|Speeding Bullet|Trickster
8507182,Xiao Yuchen,LMF,180,74,29,Right,Rarely,Medium,Unwavering,Medium,China PR,Roaming Flank,Basic,RMF=2|AMF=1|CB=0|CF=0|LMF=2|LWF=2|RB=0|DMF=0|RWF=2|SS=1|LB=0|CMF=0,67,70,72,69,65,65,64,68,62,70,58,58,65,59,40,40,40,40,40,74,80,69,70,60,70,75,Low Lofted Pass|Scissors Feint|Track Back,Early Cross|Incisive Run
8507190,Quincey Travers,AMF,183,78,27,Right,Occasionally,High,Standard,Low,Georgia,Creative Playmaker,Basic,RMF=0|AMF=2|CB=0|CF=1|LMF=2|LWF=2|RB=0|DMF=0|RWF=1|SS=1|LB=0|CMF=2,66,78,75,79,77,74,65,53,70,74,50,54,67,62,40,40,40,40,40,72,78,75,59,61,82,76,Chop Turn|Cut Behind & Turn|Dipping Shot|Double Touch|Heel Trick|One-touch Pass|Pinpoint Crossing|Scissors Feint|Sole Control,Long Ranger|Mazing Run|Trickster
8507221,Louw Schipper,CB,185,79,27,Left,Rarely,Medium,Standard,Medium,Curaçao,Build Up,Basic,RMF=0|AMF=0|CB=2|CF=0|LMF=0|LWF=0|RB=0|DMF=0|RWF=0|SS=0|LB=0|CMF=0,55,65,62,63,67,67,51,70,59,64,70,70,68,72,40,40,40,40,40,72,68,71,74,77,63,75,Heading|Interception|Man Marking,
8507222,Toby McLeod,CB,189,81,30,Right,Rarely,Medium,Unwavering,Medium,Slovakia,Build Up,Basic,RMF=0|AMF=0|CB=2|CF=0|LMF=0|LWF=0|RB=1|DMF=0|RWF=0|SS=0|LB=0|CMF=0,55,64,55,59,65,72,56,75,67,62,70,76,82,81,40,40,40,40,40,69,57,85,73,79,56,66,Aerial Superiority|Blocker|Interception|Knuckle Shot|Long Range Shooting|Man Marking|Rising Shot|Sliding Tackle|Weighted Pass,Long Ball Expert|Long Ranger
8507265,Orville Herschel,DMF,182,78,26,Right,Rarely,Medium,Standard,High,Wales,Anchor Man,Anchor Man,RMF=0|AMF=0|CB=2|CF=0|LMF=0|LWF=0|RB=1|DMF=2|RWF=0|SS=0|LB=0|CMF=1,58,73,67,70,76,74,54,71,54,65,73,74,78,73,40,40,40,40,40,69,66,72,75,71,65,74,Blocker|Captaincy|Fighting Spirit|Interception|Long Throw|Weighted Pass,Long Ball Expert
8507352,Leonardo Bouzon,CF,185,79,25,Left,Occasionally,High,Standard,Medium,Mexico,Fox in the Box,Basic,RMF=0|AMF=0|CB=0|CF=2|LMF=0|LWF=0|RB=0|DMF=0|RWF=0|SS=1|LB=0|CMF=0,77,71,65,64,64,62,75,74,66,65,54,57,68,60,40,40,40,40,40,73,69,78,72,74,67,75,Acrobatic Finishing|Cut Behind & Turn|Fighting Spirit|First-time Shot|Heading,
8507358,Inocencio Vives,DMF,190,73,29,Right,Occasionally,Medium,Standard,Medium,Mexico,Anchor Man,Anchor Man,RMF=0|AMF=0|CB=2|CF=0|LMF=0|LWF=0|RB=0|DMF=2|RWF=0|SS=0|LB=0|CMF=2,54,71,65,69,72,69,53,77,55,62,75,77,82,78,40,40,40,40,40,64,65,67,76,80,60,80,Acrobatic Clearance|Aerial Superiority|Blocker|Fighting Spirit|Heading|Interception|Low Lofted Pass|Man Marking|One-touch Pass|Sliding Tackle,Long Ball Expert
8507373,Yosu Noriega,LMF,167,58,26,Left,Almost Never,Low,Standard,Medium,Mexico,Roaming Flank,Basic,RMF=2|AMF=2|CB=0|CF=0|LMF=2|LWF=2|RB=0|DMF=0|RWF=2|SS=1|LB=2|CMF=0,67,77,80,79,70,67,65,50,70,75,52,57,63,63,40,40,40,40,40,75,80,66,55,53,83,67,Cut Behind & Turn|Double Touch|Gamesmanship|Heel Trick|Long-Range Curler|Marseille Turn|Scissors Feint|Sole Control|Through Passing,Incisive Run|Long Ranger|Mazing Run|Speeding Bullet|Trickster
8507392,Santiago Ivars,CMF,175,68,35,Right,Occasionally,High,Standard,High,Mexico,Box-to-Box,Box-to-Box,RMF=0|AMF=2|CB=0|CF=0|LMF=2|LWF=1|RB=0|DMF=2|RWF=0|SS=0|LB=1|CMF=2,66,75,68,72,77,71,67,62,60,60,63,67,72,73,40,40,40,40,40,63,68,70,66,62,70,77,Fighting Spirit|Heel Trick|One-touch Pass|Through Passing,Long Ranger
8507427,Hipolito Amenabar,LB,168,60,30,Left,Almost Never,Low,Standard,Medium,Mexico,Attacking Full-back,Basic,RMF=0|AMF=0|CB=0|CF=0|LMF=2|LWF=2|RB=0|DMF=0|RWF=0|SS=0|LB=2|CMF=0,65,70,73,65,68,72,66,62,67,72,68,70,65,67,40,40,40,40,40,70,73,67,70,59,70,77,Penalty Specialist|Pinpoint Crossing|Sole Control,Early Cross|Speeding Bullet
8507431,Haritz Guillamon,CF,177,73,27,Right,Occasionally,High,Standard,Low,Mexico,Deep-Lying Forward,Basic,RMF=0|AMF=0|CB=0|CF=2|LMF=0|LWF=0|RB=0|DMF=0|RWF=0|SS=1|LB=0|CMF=0,72,75,72,75,66,60,74,70,55,63,45,44,50,50,40,40,40,40,40,74,73,72,62,60,70,72,Cut Behind & Turn|Double Touch|First-time Shot|Gamesmanship|Heading|Heel Trick|One-touch Pass|Penalty Specialist|Scissors Feint,Mazing Run|Speeding Bullet|Trickster
8507450,Nye Maas,CB,182,67,28,Left,Rarely,High,Standard,Medium,Suriname,Build Up,Basic,RMF=0|AMF=0|CB=2|CF=0|LMF=0|LWF=0|RB=0|DMF=1|RWF=0|SS=0|LB=2|CMF=0,62,68,67,63,66,71,62,59,64,72,69,75,72,68,40,40,40,40,40,76,73,74,68,63,67,76,Acrobatic Clearance|Captaincy|Fighting Spirit|Interception|Long Range Shooting|Penalty Specialist|Weighted Pass,Long Ball Expert|Long Ranger
8507457,Ayoze Heredia,CB,187,77,28,Right,Rarely,Medium,Standard,Medium,Mexico,Basic,The Destroyer,RMF=0|AMF=0|CB=2|CF=0|LMF=0|LWF=0|RB=0|DMF=0|RWF=0|SS=0|LB=0|CMF=0,50,60,52,58,62,63,50,77,53,58,72,74,73,70,40,40,40,40,40,66,62,63,77,78,54,72,Acrobatic Finishing|Aerial Superiority|Fighting Spirit|Interception,
8507486,Juan Antonio Pedrel,GK,185,68,30,Right,Rarely,Medium,Standard,Medium,Mexico,Basic,Defensive GK,RMF=0|AMF=0|CB=0|CF=0|LMF=0|LWF=0|RB=0|DMF=0|RWF=0|SS=0|LB=0|CMF=0,40,55,44,45,56,63,40,47,55,48,46,50,58,60,75,72,81,73,79,53,59,68,77,60,50,60,Captaincy|GK Low Punt|GK Penalty Saver,
8507488,Reveriano Mariscal,LB,179,73,28,Left,Rarely,Medium,Unwavering,Medium,Mexico,Defensive Full-back,Basic,RMF=0|AMF=0|CB=2|CF=0|LMF=1|LWF=0|RB=0|DMF=0|RWF=0|SS=0|LB=2|CMF=0,58,68,63,66,71,70,53,66,60,63,70,73,77,78,40,40,40,40,40,76,73,75,78,67,66,82,Acrobatic Clearance|Fighting Spirit|Interception|Long Range Shooting|Man Marking,Early Cross|Long Ball Expert|Long Ranger|Speeding Bullet
8507489,Yago Freijedo,RB,175,71,29,Right,Rarely,Medium,Standard,Medium,Mexico,Attacking Full-back,Basic,RMF=1|AMF=0|CB=0|CF=0|LMF=0|LWF=0|RB=2|DMF=0|RWF=0|SS=0|LB=2|CMF=0,65,70,72,65,70,69,60,63,60,66,66,73,78,70,40,40,40,40,40,77,78,70,68,68,75,80,Double Touch|Fighting Spirit|Long Throw|Sliding Tackle,Early Cross|Incisive Run|Speeding Bullet
8507503,Mario Narvaez,RWF,176,70,28,Left,Rarely,High,Unwavering,Medium,Mexico,Roaming Flank,Basic,RMF=2|AMF=2|CB=0|CF=1|LMF=2|LWF=2|RB=0|DMF=0|RWF=2|SS=1|LB=0|CMF=2,66,73,78,71,70,74,72,57,71,75,53,54,66,59,40,40,40,40,40,75,78,72,65,60,81,76,Acrobatic Finishing|Cut Behind & Turn|Double Touch|Fighting Spirit|Gamesmanship|Long-Range Curler|Penalty Specialist,Early Cross|Long Ranger|Mazing Run|Speeding Bullet
